participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
556	r_mika	Japan	women	First appearing in Street Fighter Alpha 3, Rainbow Mika is a pro wrestler who idolises Zangief. Many of her special moves are exaggerated versions of real-life wrestling techniques.	I'll kick your ass! All right! Let's begiiiin!!!	Dominance	She is a Japanese professional wrestler from the Iwashigahama Japan Women's Pro-Wrestling organization.	yes	yes	25-34	masters	sfv	both	yes	yes	weekly		often	English				Male	Male	Native American	Native American	U.S	US American	very interesting to take part in this game survey. thanks with pleasure.	5	5	4	5	4	4	4	5	6	4	4	5	5	4	5	5	5	6	5	5	3	5	2	5	4	5	5
556	juri	South Korea	women	Introduced in Super Street Fighter IV, Juri is a sadistic Tae Kwon Do expert with a cybernetic eye. She loathes Shadaloo for killing her parents, and wants nothing more than to see M. Bison dead.	Well then, where do you want me to break you first?	Antisocial	She is a brutal South Korean Taekwondo martial artist who derives pleasure from inflicting pain on others.	yes	yes	25-34	masters	sfv	both	yes	yes	weekly		often	English				Male	Male	Native American	Native American	U.S	US American	very interesting to take part in this game survey. thanks with pleasure.	5	4	5	5	4	4	4	6	4	4	4	5	5	4	6	5	3	5	5	5	5	5	3	5	4	5	5
556	m_bison	Unknown	men	If there’s one character in the Street Fighter universe that can be described as pure evil, it has to be M. Bison. Brainwashing, human experimentation and remorseless murder, there’s nothing this dictator won’t do to fulfil his ambitions.	Bow down before my Psycho Power!	Dominance	He is a self-imposed dictator and megalomaniac seeking world domination.	yes	yes	25-34	masters	sfv	both	yes	yes	weekly		often	English				Male	Male	Native American	Native American	U.S	US American	very interesting to take part in this game survey. thanks with pleasure.	5	4	4	5	5	4	4	4	4	4	3	4	5	5	3	5	5	5	5	5	4	5	4	6	4	4	5
556	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	yes	yes	25-34	masters	sfv	both	yes	yes	weekly		often	English				Male	Male	Native American	Native American	U.S	US American	very interesting to take part in this game survey. thanks with pleasure.	4	5	4	5	5	4	5	5	4	3	5	5	5	4	5	5	5	6	6	5	4	5	2	4	5	4	3
556	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	yes	yes	25-34	masters	sfv	both	yes	yes	weekly		often	English				Male	Male	Native American	Native American	U.S	US American	very interesting to take part in this game survey. thanks with pleasure.	5	5	6	5	5	5	6	5	4	4	5	6	4	4	5	5	5	5	4	5	5		1	5	5	6	5
53	r_mika	Japan	women	First appearing in Street Fighter Alpha 3, Rainbow Mika is a pro wrestler who idolises Zangief. Many of her special moves are exaggerated versions of real-life wrestling techniques.	I'll kick your ass! All right! Let's begiiiin!!!	Dominance	She is a Japanese professional wrestler from the Iwashigahama Japan Women's Pro-Wrestling organization.	yes	yes	55-64	masters	no	no	no	yes	weekly	no	occasionally	English				Male	Male	Caucasian - French And English	English + French + White	Usa	US American		1	1	7	6	1	5	7	6	6	3	6	1	1	2	1	3	3	2	1	3	6	1	1	6	1	3	2
53	juri	South Korea	women	Introduced in Super Street Fighter IV, Juri is a sadistic Tae Kwon Do expert with a cybernetic eye. She loathes Shadaloo for killing her parents, and wants nothing more than to see M. Bison dead.	Well then, where do you want me to break you first?	Antisocial	She is a brutal South Korean Taekwondo martial artist who derives pleasure from inflicting pain on others.	yes	yes	55-64	masters	no	no	no	yes	weekly	no	occasionally	English				Male	Male	Caucasian - French And English	English + French + White	Usa	US American		1	1	7	7	1	5	7	5	6	1	7	2	1	1	1	3	3	3	2	3	7	5	1	6	1	2	1
53	m_bison	Unknown	men	If there’s one character in the Street Fighter universe that can be described as pure evil, it has to be M. Bison. Brainwashing, human experimentation and remorseless murder, there’s nothing this dictator won’t do to fulfil his ambitions.	Bow down before my Psycho Power!	Dominance	He is a self-imposed dictator and megalomaniac seeking world domination.	yes	yes	55-64	masters	no	no	no	yes	weekly	no	occasionally	English				Male	Male	Caucasian - French And English	English + French + White	Usa	US American		1	7	1	4	1	1	6	5	6	7	1	7	6	5	1	1	1	3	6	1	1	1	5	1	1	3	3
53	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	yes	yes	55-64	masters	no	no	no	yes	weekly	no	occasionally	English				Male	Male	Caucasian - French And English	English + French + White	Usa	US American		2	1	5	7	1	1	2	3	2	7	1	1	1	5	1	6	6	5	6	6	6	1	1	6	5	5	5
53	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	yes	yes	55-64	masters	no	no	no	yes	weekly	no	occasionally	English				Male	Male	Caucasian - French And English	English + French + White	Usa	US American		3	6	2	2	1	1	7	7	7	7	1	6	5	1	5	1	1	1	5	2	2	1	6	1	1	2	2
179	r_mika	Japan	women	First appearing in Street Fighter Alpha 3, Rainbow Mika is a pro wrestler who idolises Zangief. Many of her special moves are exaggerated versions of real-life wrestling techniques.	I'll kick your ass! All right! Let's begiiiin!!!	Dominance	She is a Japanese professional wrestler from the Iwashigahama Japan Women's Pro-Wrestling organization.	Yes.	yes	35-44	technical	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White	White	American	US American	No issues.	2	1	7	6	2	7	5	6	6	5	3	4	1	3	1	3	1	2	1	2	7	5	1	7	2	5	5
179	juri	South Korea	women	Introduced in Super Street Fighter IV, Juri is a sadistic Tae Kwon Do expert with a cybernetic eye. She loathes Shadaloo for killing her parents, and wants nothing more than to see M. Bison dead.	Well then, where do you want me to break you first?	Antisocial	She is a brutal South Korean Taekwondo martial artist who derives pleasure from inflicting pain on others.	Yes.	yes	35-44	technical	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White	White	American	US American	No issues.	1	2	6	5	2	7	5	5	6	5	3	4	2	3	1	3	2	3	1	3	6	5	3	7	3	3	3
179	m_bison	Unknown	men	If there’s one character in the Street Fighter universe that can be described as pure evil, it has to be M. Bison. Brainwashing, human experimentation and remorseless murder, there’s nothing this dictator won’t do to fulfil his ambitions.	Bow down before my Psycho Power!	Dominance	He is a self-imposed dictator and megalomaniac seeking world domination.	Yes.	yes	35-44	technical	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White	White	American	US American	No issues.	2	7	3	4	3	6	3	6	6	5	3	5	3	2	3	3	3	2	2	3	4	3	4	3	1	3	4
179	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	Yes.	yes	35-44	technical	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White	White	American	US American	No issues.	6	4	5	6	4	3	5	5	3	5	4	3	3	5	3	4	5	3	6	4	5	3	3	5	3	4	4
179	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	Yes.	yes	35-44	technical	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White	White	American	US American	No issues.	2	4	4	3	2	6	5	6	5	6	2	3	4	2	5	3	3	2	2	4	4	4	4	3	2	2	3
74	r_mika	Japan	women	First appearing in Street Fighter Alpha 3, Rainbow Mika is a pro wrestler who idolises Zangief. Many of her special moves are exaggerated versions of real-life wrestling techniques.	I'll kick your ass! All right! Let's begiiiin!!!	Dominance	She is a Japanese professional wrestler from the Iwashigahama Japan Women's Pro-Wrestling organization.	yes	yes	45-54	bachelors	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	American/Italian/German/Spanish	American + Italian + German + Spanish	United States	US American	none	1	1	7	7	2	3	6	5	5	6	2	3	1	1	1	1	2	3	5	5	7	6	1	7	1	1	4
74	juri	South Korea	women	Introduced in Super Street Fighter IV, Juri is a sadistic Tae Kwon Do expert with a cybernetic eye. She loathes Shadaloo for killing her parents, and wants nothing more than to see M. Bison dead.	Well then, where do you want me to break you first?	Antisocial	She is a brutal South Korean Taekwondo martial artist who derives pleasure from inflicting pain on others.	yes	yes	45-54	bachelors	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	American/Italian/German/Spanish	American + Italian + German + Spanish	United States	US American	none	1	3	5	7	3	7	5	3	3	3	3	2	1	2	3	1	5	6	1	5	7	5	1	5	1	1	4
74	m_bison	Unknown	men	If there’s one character in the Street Fighter universe that can be described as pure evil, it has to be M. Bison. Brainwashing, human experimentation and remorseless murder, there’s nothing this dictator won’t do to fulfil his ambitions.	Bow down before my Psycho Power!	Dominance	He is a self-imposed dictator and megalomaniac seeking world domination.	yes	yes	45-54	bachelors	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	American/Italian/German/Spanish	American + Italian + German + Spanish	United States	US American	none	5	3	5	3	4	3	6	5	2	6	1	5	5	3	4	2	3	3	4	3	2	2	3	3	1	1	1
74	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	yes	yes	45-54	bachelors	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	American/Italian/German/Spanish	American + Italian + German + Spanish	United States	US American	none	7	1	6	6	4	1	2	2	3	5	3	1	1	7	2	5	5	6	6	5	6	3	1	6	2	2	6
74	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	yes	yes	45-54	bachelors	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	American/Italian/German/Spanish	American + Italian + German + Spanish	United States	US American	none	2	1	7	4	3	1	4	6	2	7	1	1	1	3	6	3	6	2	6	5	6	1	2	2	3	2	5
453	lee	Japan	men	The adopted son of Heihachi Mishima, raised to be a rival for Kazuya Mishima. After abandoning the Zaibatsu for various reasons, he ended up idling his time away in the Bahamas as manager of his own company… until a certain event disturbed his permanent vacation and entwined his fate with the Zaibatsu once again.	Leave it to me. I won't disappoint.	For a Male	He is embroiled in a one-sided rivalry with his adoptive brother, Kazuya Mishima.	yes	yes	25-34		no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	American	US American		3	3	5	6	2	3	4	4	4	4	5	4	3	3	3	4	3	3	4	4	5	4	2	5	3	5	4
453	claudio	Italy	men	The Sirius Marksmen, a secret society of exorcists, has exerted a profound influence on European history for hundreds of years. The most powerful exorcist of the current generation is Claudio, who was visiting the Mishima Zaibatsu as their groups join forces to subdue a certain evil. After sharing information on the targets, Kazuya Mishima and Jin Kazama, Claudio left the control room only to be confronted by a young girl. He was about to call the guards when she demanded to be taken to Jin. A plan sprung to Claudio's mind. He led her to the roof, and with a grin prepared to face her in combat.	This is no place for amateurs.	For Duty	He is a leader of a secret Anti-Devil organization in combating the Devil Gene's threat.	yes	yes	25-34		no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	American	US American		2	3	4	5	2	3	4	5	3	6	2	4	2	2	3	4	3	2	4	4	4	3	2	4	3	2	1
453	bob	United States of America	men	Once a fighter who had won the hearts of fans with his excellent sensibility and handsome good looks, he decided to transform himself completely by gaining weight to eliminate the perceived disadvantage he had in a fight due to his body type. His fans were disappointed, as on the outside it looked like he'd merely put on a few too many pounds, but Bob was definitely pleased with himself.	Speed and weight!	Dominance	He entered the sixth tournament to silence his doubters.	yes	yes	25-34		no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	American	US American		3	7	1	2	7	6	5	6	6	1	2	6	7	5	3	2	3	2	2	2	2	1	6	3	2	3	4
453	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	25-34		no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	American	US American		3	2	5	7	1	5	3	5	6	5	2	2	2	4	2	4	4	3	2	4	6	6	1	6	4	3	3
453	shaheen	Saudi Arabia	men	Shaheen works for a private military firm specializing in the provision of security services. During his time in the army, he earned a reputation as an expert in one-on-one combat. One day, his friend and owner of a company involved in the oil industry died suddenly under mysterious circumstances. In the postmortem the death was listed as accidental, but Shaheen suspected foul play when his friend's company was suddenly bought by G Corporation and the management, all family members, resigned. He began to investigate the matter, and a relative of a close friend confided in him that a demonic man was pulling the strings at G Corp: Kazuya Mishima. Shaheen struggled to believe a real demon could exist, but his investigations revealed that Kazuya could be worse than any of hell's creations. Shaheen was torn: Should he take revenge for his friend's death by destroying that demon, or not? Wracked with doubt, he embarked on a solo mission to infiltrate G Corp.	I do not wish to hurt you, but I will fight if I must.	For Duty	He is a bodyguard for a Private Military Company, who is tasked in protecting key figures in the world.	yes	yes	25-34		no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	American	US American		4	5	3	5	3	3	3	3	3	4	3	3	4	5	4	5	5	5	4	5	4	4	3	4	4	2	3
240	lee	Japan	men	The adopted son of Heihachi Mishima, raised to be a rival for Kazuya Mishima. After abandoning the Zaibatsu for various reasons, he ended up idling his time away in the Bahamas as manager of his own company… until a certain event disturbed his permanent vacation and entwined his fate with the Zaibatsu once again.	Leave it to me. I won't disappoint.	For a Male	He is embroiled in a one-sided rivalry with his adoptive brother, Kazuya Mishima.	yes	yes	35-44	associate	sfv	both	yes	yes	monthly	occasionally	occasionally	English	Spanish			Male	Male	Hispanic	Hispanic	American	US American		3	2	6	6	2	2	2	2	2	2	6	2	2	5	2	6	6	6	6	2	5	3	2	6	2	2	5
240	claudio	Italy	men	The Sirius Marksmen, a secret society of exorcists, has exerted a profound influence on European history for hundreds of years. The most powerful exorcist of the current generation is Claudio, who was visiting the Mishima Zaibatsu as their groups join forces to subdue a certain evil. After sharing information on the targets, Kazuya Mishima and Jin Kazama, Claudio left the control room only to be confronted by a young girl. He was about to call the guards when she demanded to be taken to Jin. A plan sprung to Claudio's mind. He led her to the roof, and with a grin prepared to face her in combat.	This is no place for amateurs.	For Duty	He is a leader of a secret Anti-Devil organization in combating the Devil Gene's threat.	yes	yes	35-44	associate	sfv	both	yes	yes	monthly	occasionally	occasionally	English	Spanish			Male	Male	Hispanic	Hispanic	American	US American		3	3	5	5	2	6	2	2	3	4	6	3	2	6	2	5	6	6	3	5	6	2	2	6	2	2	4
